Date,SumOftotal carcasses
27-Sep-16,0
28-Sep-16,
29-Sep-16,
30-Sep-16,
01-Oct-16,
02-Oct-16,
03-Oct-16,2
04-Oct-16,5
05-Oct-16,1
06-Oct-16,
07-Oct-16,
08-Oct-16,
09-Oct-16,
10-Oct-16,
11-Oct-16,6
12-Oct-16,14
13-Oct-16,
14-Oct-16,
15-Oct-16,
16-Oct-16,
17-Oct-16,
18-Oct-16,18
19-Oct-16,17
20-Oct-16,
21-Oct-16,
22-Oct-16,
23-Oct-16,
24-Oct-16,
25-Oct-16,37
26-Oct-16,53
27-Oct-16,
28-Oct-16,40
29-Oct-16,
30-Oct-16,
31-Oct-16,48
01-Nov-16,60
02-Nov-16,4
03-Nov-16,
04-Nov-16,
05-Nov-16,
06-Nov-16,
07-Nov-16,
08-Nov-16,65
09-Nov-16,59
10-Nov-16,7
11-Nov-16,
12-Nov-16,
13-Nov-16,
14-Nov-16,
15-Nov-16,30
16-Nov-16,53
17-Nov-16,10
18-Nov-16,
19-Nov-16,
20-Nov-16,
21-Nov-16,20
22-Nov-16,38
23-Nov-16,
24-Nov-16,
25-Nov-16,
26-Nov-16,
27-Nov-16,
28-Nov-16,13
29-Nov-16,58
30-Nov-16,
01-Dec-16,
02-Dec-16,
03-Dec-16,
04-Dec-16,
05-Dec-16,8
06-Dec-16,24
07-Dec-16,
08-Dec-16,
09-Dec-16,
10-Dec-16,
11-Dec-16,
12-Dec-16,5
13-Dec-16,80
14-Dec-16,
15-Dec-16,
16-Dec-16,
17-Dec-16,
18-Dec-16,
19-Dec-16,7
20-Dec-16,44
21-Dec-16,
22-Dec-16,
23-Dec-16,
24-Dec-16,
25-Dec-16,
26-Dec-16,
27-Dec-16,
28-Dec-16,27
29-Dec-16,5
30-Dec-16,
31-Dec-16,
01-Jan-17,
02-Jan-17,
03-Jan-17,0
04-Jan-17,2
05-Jan-17,0
06-Jan-17,
Date,SumOfSumOfTOTAL
18-Sep-17,0
19-Sep-17,1
20-Sep-17,0
21-Sep-17,
22-Sep-17,
23-Sep-17,
24-Sep-17,
25-Sep-17,
26-Sep-17,0
27-Sep-17,2
28-Sep-17,0
29-Sep-17,
30-Sep-17,
01-Oct-17,
02-Oct-17,
03-Oct-17,0
04-Oct-17,1
05-Oct-17,1
06-Oct-17,
07-Oct-17,
08-Oct-17,
09-Oct-17,
10-Oct-17,
11-Oct-17,1
12-Oct-17,0
13-Oct-17,0
14-Oct-17,
15-Oct-17,
16-Oct-17,0
17-Oct-17,13
18-Oct-17,
19-Oct-17,0
20-Oct-17,
21-Oct-17,
22-Oct-17,
23-Oct-17,
24-Oct-17,7
25-Oct-17,18
26-Oct-17,4
27-Oct-17,
28-Oct-17,
29-Oct-17,
30-Oct-17,
31-Oct-17,7
01-Nov-17,29
02-Nov-17,11
03-Nov-17,
04-Nov-17,
05-Nov-17,
06-Nov-17,
07-Nov-17,9
08-Nov-17,31
09-Nov-17,13
10-Nov-17,
11-Nov-17,
12-Nov-17,
13-Nov-17,
14-Nov-17,8
15-Nov-17,20
16-Nov-17,17
17-Nov-17,
18-Nov-17,
19-Nov-17,
20-Nov-17,6
21-Nov-17,23
22-Nov-17,11
23-Nov-17,
24-Nov-17,
25-Nov-17,
26-Nov-17,
27-Nov-17,
28-Nov-17,5
29-Nov-17,3
30-Nov-17,10
01-Dec-17,
02-Dec-17,
03-Dec-17,
04-Dec-17,
05-Dec-17,2
06-Dec-17,0
07-Dec-17,
08-Dec-17,12
09-Dec-17,
10-Dec-17,
11-Dec-17,
12-Dec-17,1
13-Dec-17,3
14-Dec-17,6
15-Dec-17,
16-Dec-17,
17-Dec-17,
18-Dec-17,1
19-Dec-17,
20-Dec-17,6
21-Dec-17,
22-Dec-17,4
23-Dec-17,
24-Dec-17,
25-Dec-17,
26-Dec-17,0
27-Dec-17,1
28-Dec-17,11
29-Dec-17,
30-Dec-17,
31-Dec-17,
01-Jan-18,
02-Jan-18,1
03-Jan-18,0
04-Jan-18,5
05-Jan-18,
06-Jan-18,
Date,SumOfSumOfTOTAL
17-Sep-18,0
18-Sep-18,0
19-Sep-18,0
20-Sep-18,
21-Sep-18,
22-Sep-18,
23-Sep-18,
24-Sep-18,1
25-Sep-18,0
26-Sep-18,0
27-Sep-18,
28-Sep-18,
29-Sep-18,
30-Sep-18,
01-Oct-18,1
02-Oct-18,0
03-Oct-18,1
04-Oct-18,
05-Oct-18,
06-Oct-18,
07-Oct-18,
08-Oct-18,
09-Oct-18,4
10-Oct-18,14
11-Oct-18,6
12-Oct-18,
13-Oct-18,
14-Oct-18,
15-Oct-18,
16-Oct-18,27
17-Oct-18,80
18-Oct-18,83
19-Oct-18,14
20-Oct-18,
21-Oct-18,
22-Oct-18,
23-Oct-18,70
24-Oct-18,173
25-Oct-18,182
26-Oct-18,69
27-Oct-18,
28-Oct-18,
29-Oct-18,
30-Oct-18,66
31-Oct-18,223
01-Nov-18,112
02-Nov-18,29
03-Nov-18,
04-Nov-18,
05-Nov-18,
06-Nov-18,70
07-Nov-18,158
08-Nov-18,115
09-Nov-18,53
10-Nov-18,
11-Nov-18,
12-Nov-18,
13-Nov-18,74
14-Nov-18,131
15-Nov-18,111
16-Nov-18,
17-Nov-18,
18-Nov-18,
19-Nov-18,47
20-Nov-18,140
21-Nov-18,
22-Nov-18,
23-Nov-18,
24-Nov-18,
25-Nov-18,
26-Nov-18,16
27-Nov-18,44
28-Nov-18,19
29-Nov-18,
30-Nov-18,
01-Dec-18,
02-Dec-18,
03-Dec-18,2
04-Dec-18,17
05-Dec-18,11
06-Dec-18,
07-Dec-18,
08-Dec-18,
09-Dec-18,
10-Dec-18,1
11-Dec-18,5
12-Dec-18,15
13-Dec-18,
14-Dec-18,
15-Dec-18,
16-Dec-18,
17-Dec-18,
18-Dec-18,2
19-Dec-18,21
20-Dec-18,8
21-Dec-18,
22-Dec-18,
23-Dec-18,
24-Dec-18,
25-Dec-18,
26-Dec-18,0
27-Dec-18,5
28-Dec-18,6
29-Dec-18,
30-Dec-18,
31-Dec-18,
Date,SumOfSumOfTOTAL
16-Sep-19,
17-Sep-19,2
18-Sep-19,3
19-Sep-19,4
20-Sep-19,
21-Sep-19,
22-Sep-19,
23-Sep-19,
24-Sep-19,0
25-Sep-19,7
26-Sep-19,32
27-Sep-19,
28-Sep-19,
29-Sep-19,
30-Sep-19,1
01-Oct-19,23
02-Oct-19,
03-Oct-19,44
04-Oct-19,
05-Oct-19,
06-Oct-19,
07-Oct-19,
08-Oct-19,5
09-Oct-19,24
10-Oct-19,35
11-Oct-19,
12-Oct-19,
13-Oct-19,
14-Oct-19,
15-Oct-19,13
16-Oct-19,101
17-Oct-19,93
18-Oct-19,
19-Oct-19,
20-Oct-19,
21-Oct-19,
22-Oct-19,49
23-Oct-19,116
24-Oct-19,189
25-Oct-19,24
26-Oct-19,
27-Oct-19,
28-Oct-19,
29-Oct-19,93
30-Oct-19,312
31-Oct-19,215
01-Nov-19,
02-Nov-19,
03-Nov-19,
04-Nov-19,
05-Nov-19,121
06-Nov-19,244
07-Nov-19,279
08-Nov-19,
09-Nov-19,
10-Nov-19,
11-Nov-19,
12-Nov-19,106
13-Nov-19,291
14-Nov-19,46
15-Nov-19,
16-Nov-19,
17-Nov-19,
18-Nov-19,
19-Nov-19,109
20-Nov-19,113
21-Nov-19,139
22-Nov-19,
23-Nov-19,
24-Nov-19,
25-Nov-19,120
26-Nov-19,134
27-Nov-19,25
28-Nov-19,
29-Nov-19,
30-Nov-19,
01-Dec-19,
02-Dec-19,
03-Dec-19,29
04-Dec-19,86
05-Dec-19,141
06-Dec-19,
07-Dec-19,
08-Dec-19,
09-Dec-19,3
10-Dec-19,
11-Dec-19,1
12-Dec-19,25
13-Dec-19,
14-Dec-19,
15-Dec-19,
16-Dec-19,9
17-Dec-19,44
18-Dec-19,46
19-Dec-19,
20-Dec-19,
21-Dec-19,
22-Dec-19,
23-Dec-19,5
24-Dec-19,7
25-Dec-19,
26-Dec-19,
27-Dec-19,
28-Dec-19,
29-Dec-19,
30-Dec-19,
31-Dec-19,
Date,SumOfSumOfTOTAL
14-Sep-20,
15-Sep-20,
16-Sep-20,0
17-Sep-20,0
18-Sep-20,
19-Sep-20,
20-Sep-20,
21-Sep-20,
22-Sep-20,0
23-Sep-20,7
24-Sep-20,5
25-Sep-20,
26-Sep-20,
27-Sep-20,
28-Sep-20,
29-Sep-20,17
30-Sep-20,
01-Oct-20,
02-Oct-20,28
03-Oct-20,
04-Oct-20,
05-Oct-20,
06-Oct-20,3
07-Oct-20,39
08-Oct-20,37
09-Oct-20,
10-Oct-20,
11-Oct-20,
12-Oct-20,
13-Oct-20,7
14-Oct-20,95
15-Oct-20,47
16-Oct-20,
17-Oct-20,
18-Oct-20,
19-Oct-20,
20-Oct-20,67
21-Oct-20,209
22-Oct-20,106
23-Oct-20,
24-Oct-20,
25-Oct-20,
26-Oct-20,
27-Oct-20,290
28-Oct-20,339
29-Oct-20,71
30-Oct-20,
31-Oct-20,
01-Nov-20,
02-Nov-20,102
03-Nov-20,263
04-Nov-20,339
05-Nov-20,95
06-Nov-20,
07-Nov-20,
08-Nov-20,
09-Nov-20,66
10-Nov-20,354
11-Nov-20,256
12-Nov-20,
13-Nov-20,
14-Nov-20,
15-Nov-20,
16-Nov-20,
17-Nov-20,116
18-Nov-20,131
19-Nov-20,99
20-Nov-20,
21-Nov-20,
22-Nov-20,
23-Nov-20,106
24-Nov-20,169
25-Nov-20,25
26-Nov-20,
27-Nov-20,
28-Nov-20,
29-Nov-20,
30-Nov-20,
01-Dec-20,18
02-Dec-20,65
03-Dec-20,80
04-Dec-20,
05-Dec-20,
06-Dec-20,
07-Dec-20,
08-Dec-20,9
09-Dec-20,25
10-Dec-20,51
11-Dec-20,
12-Dec-20,
13-Dec-20,
14-Dec-20,
15-Dec-20,4
16-Dec-20,74
17-Dec-20,9
18-Dec-20,
19-Dec-20,
20-Dec-20,
21-Dec-20,8
22-Dec-20,11
23-Dec-20,46
24-Dec-20,
25-Dec-20,
26-Dec-20,
27-Dec-20,
28-Dec-20,1
29-Dec-20,10
30-Dec-20,1
31-Dec-20,
Date,SumOfSumOfTOTAL
13-Sep-21,
14-Sep-21,0
15-Sep-21,2
16-Sep-21,1
17-Sep-21,
18-Sep-21,
19-Sep-21,
20-Sep-21,
21-Sep-21,4
22-Sep-21,9
23-Sep-21,8
24-Sep-21,
25-Sep-21,
26-Sep-21,
27-Sep-21,
28-Sep-21,21
29-Sep-21,68
30-Sep-21,30
01-Oct-21,
02-Oct-21,
03-Oct-21,
04-Oct-21,
05-Oct-21,34
06-Oct-21,68
07-Oct-21,60
08-Oct-21,
09-Oct-21,
10-Oct-21,
11-Oct-21,
12-Oct-21,14
13-Oct-21,120
14-Oct-21,72
15-Oct-21,
16-Oct-21,
17-Oct-21,
18-Oct-21,
19-Oct-21,105
20-Oct-21,191
21-Oct-21,93
22-Oct-21,
23-Oct-21,
24-Oct-21,
25-Oct-21,109
26-Oct-21,14
27-Oct-21,79
28-Oct-21,
29-Oct-21,
30-Oct-21,
31-Oct-21,
01-Nov-21,77
02-Nov-21,
03-Nov-21,168
04-Nov-21,76
05-Nov-21,
06-Nov-21,
07-Nov-21,
08-Nov-21,40
09-Nov-21,83
10-Nov-21,42
11-Nov-21,
12-Nov-21,
13-Nov-21,
14-Nov-21,
15-Nov-21,16
16-Nov-21,31
17-Nov-21,24
18-Nov-21,
19-Nov-21,
20-Nov-21,
21-Nov-21,
22-Nov-21,3
23-Nov-21,12
24-Nov-21,0
25-Nov-21,
26-Nov-21,
27-Nov-21,
28-Nov-21,
29-Nov-21,
30-Nov-21,0
01-Dec-21,14
02-Dec-21,3
03-Dec-21,
04-Dec-21,
05-Dec-21,
06-Dec-21,
07-Dec-21,0
08-Dec-21,9
09-Dec-21,1
10-Dec-21,
11-Dec-21,
12-Dec-21,
13-Dec-21,1
14-Dec-21,2
15-Dec-21,2
16-Dec-21,
17-Dec-21,
18-Dec-21,
19-Dec-21,
20-Dec-21,1
21-Dec-21,1
22-Dec-21,2
23-Dec-21,
24-Dec-21,
25-Dec-21,
26-Dec-21,
27-Dec-21,
28-Dec-21,
29-Dec-21,
30-Dec-21,
31-Dec-21,
Date,SumOfSumOfTOTAL
12-Sep-22,
13-Sep-22,1
14-Sep-22,0
15-Sep-22,0
16-Sep-22,
17-Sep-22,
18-Sep-22,
19-Sep-22,
20-Sep-22,5
21-Sep-22,6
22-Sep-22,21
23-Sep-22,
24-Sep-22,
25-Sep-22,
26-Sep-22,
27-Sep-22,9
28-Sep-22,17
29-Sep-22,29
30-Sep-22,
01-Oct-22,
02-Oct-22,
03-Oct-22,
04-Oct-22,9
05-Oct-22,16
06-Oct-22,33
07-Oct-22,
08-Oct-22,
09-Oct-22,
10-Oct-22,
11-Oct-22,6
12-Oct-22,12
13-Oct-22,24
14-Oct-22,
15-Oct-22,
16-Oct-22,
17-Oct-22,
18-Oct-22,7
19-Oct-22,15
20-Oct-22,24
21-Oct-22,
22-Oct-22,
23-Oct-22,
24-Oct-22,
25-Oct-22,18
26-Oct-22,60
27-Oct-22,38
28-Oct-22,
29-Oct-22,
30-Oct-22,
31-Oct-22,
01-Nov-22,22
02-Nov-22,64
03-Nov-22,48
04-Nov-22,
05-Nov-22,
06-Nov-22,
07-Nov-22,
08-Nov-22,24
09-Nov-22,79
10-Nov-22,30
11-Nov-22,
12-Nov-22,
13-Nov-22,
14-Nov-22,
15-Nov-22,13
16-Nov-22,28
17-Nov-22,30
18-Nov-22,
19-Nov-22,
20-Nov-22,
21-Nov-22,9
22-Nov-22,21
23-Nov-22,16
24-Nov-22,
25-Nov-22,
26-Nov-22,
27-Nov-22,
28-Nov-22,
29-Nov-22,4
30-Nov-22,9
01-Dec-22,8
02-Dec-22,
03-Dec-22,
04-Dec-22,
05-Dec-22,2
06-Dec-22,2
07-Dec-22,3
08-Dec-22,
09-Dec-22,
10-Dec-22,
11-Dec-22,
12-Dec-22,3
13-Dec-22,2
14-Dec-22,5
15-Dec-22,
16-Dec-22,
17-Dec-22,
18-Dec-22,
19-Dec-22,
20-Dec-22,0
21-Dec-22,0
22-Dec-22,1
23-Dec-22,
24-Dec-22,
25-Dec-22,
26-Dec-22,
27-Dec-22,
28-Dec-22,
29-Dec-22,
30-Dec-22,
31-Dec-22,
Date,SumOfSumOfTOTAL
11-Sep-23,0
12-Sep-23,0
13-Sep-23,0
14-Sep-23,
15-Sep-23,
16-Sep-23,
17-Sep-23,
18-Sep-23,0
19-Sep-23,
20-Sep-23,0
21-Sep-23,0
22-Sep-23,
23-Sep-23,
24-Sep-23,
25-Sep-23,
26-Sep-23,0
27-Sep-23,0
28-Sep-23,0
29-Sep-23,
30-Sep-23,
01-Oct-23,
02-Oct-23,0
03-Oct-23,0
04-Oct-23,1
05-Oct-23,
06-Oct-23,
07-Oct-23,
08-Oct-23,
09-Oct-23,
10-Oct-23,0
11-Oct-23,0
12-Oct-23,1
13-Oct-23,
14-Oct-23,
15-Oct-23,
16-Oct-23,
17-Oct-23,2
18-Oct-23,3
19-Oct-23,3
20-Oct-23,
21-Oct-23,
22-Oct-23,
23-Oct-23,3
24-Oct-23,12
25-Oct-23,
26-Oct-23,20
27-Oct-23,
28-Oct-23,
29-Oct-23,
30-Oct-23,
31-Oct-23,1
01-Nov-23,8
02-Nov-23,18
03-Nov-23,
04-Nov-23,
05-Nov-23,
06-Nov-23,
07-Nov-23,8
08-Nov-23,9
09-Nov-23,29
10-Nov-23,
11-Nov-23,
12-Nov-23,
13-Nov-23,
14-Nov-23,2
15-Nov-23,6
16-Nov-23,18
17-Nov-23,
18-Nov-23,
19-Nov-23,
20-Nov-23,2
21-Nov-23,7
22-Nov-23,32
23-Nov-23,
24-Nov-23,
25-Nov-23,
26-Nov-23,
27-Nov-23,
28-Nov-23,1
29-Nov-23,3
30-Nov-23,15
01-Dec-23,
02-Dec-23,
03-Dec-23,
04-Dec-23,
05-Dec-23,0
06-Dec-23,3
07-Dec-23,16
08-Dec-23,
09-Dec-23,
10-Dec-23,
11-Dec-23,
12-Dec-23,0
13-Dec-23,2
14-Dec-23,13
15-Dec-23,
16-Dec-23,
17-Dec-23,
18-Dec-23,0
19-Dec-23,0
20-Dec-23,7
21-Dec-23,
22-Dec-23,
23-Dec-23,
24-Dec-23,
25-Dec-23,
26-Dec-23,
27-Dec-23,
28-Dec-23,
29-Dec-23,
30-Dec-23,
31-Dec-23,
Date,SumOfSumOfTOTAL
10-Sep-24,0
11-Sep-24,0
12-Sep-24,0
13-Sep-24,
14-Sep-24,
15-Sep-24,
16-Sep-24,0
17-Sep-24,0
18-Sep-24,0
19-Sep-24,
20-Sep-24,
21-Sep-24,
22-Sep-24,
23-Sep-24,0
24-Sep-24,
25-Sep-24,0
26-Sep-24,1
27-Sep-24,
28-Sep-24,
29-Sep-24,
30-Sep-24,0
01-Oct-24,2
02-Oct-24,7
03-Oct-24,
04-Oct-24,
05-Oct-24,
06-Oct-24,
07-Oct-24,3
08-Oct-24,7
09-Oct-24,10
10-Oct-24,
11-Oct-24,
12-Oct-24,
13-Oct-24,
14-Oct-24,
15-Oct-24,4
16-Oct-24,16
17-Oct-24,24
18-Oct-24,
19-Oct-24,
20-Oct-24,
21-Oct-24,
22-Oct-24,9
23-Oct-24,36
24-Oct-24,31
25-Oct-24,STILL IN PROGRESS
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
